Column1,Column2
TXT0560,"abah anies janji bakal revisi uu kpk untuk kembalikan kepercayaan publik ãƒâ°ã‚å¸ã‚â€˜ã‚âcalon presiden (capres) nomor urut 1 anies baswedan berjanji akan melakukan pembenahan terhadap komisi pemberantasan korupsi (kpk) apabila memenangi pemilihan presiden (pilpres) 2024. langkah pertama anies untuk membenahi lembaga antirasuah yaitu dengan merevisi undang-undang (uu) nomor 19 tahun 2019 tentang perubahan atas uu nomor 30 tahun 2002 tentang komisi pemberantasan tindak pidana korupsi. menurut anies, langkah merevisi uu tersebut bertujuan untuk mengembalikan kepercayaan publik sekaligus mengembalikan kpk seperti dulu sebagai lembaga yang memiliki kemampuan memberantas korupsi. ""kita mengembalikan agar kpk berwibawa lagi secara legal seperti dulu, dan ini artinya merevisi undang-undang kpk. kami ingin agar revisi ini bisa mengembalikan kpk pada posisi yang kuat,"" ujar anies dalam pemaparannya di acara 'paku integritas calon presiden dan calon wakil presiden' di gedung kpk, jakarta, rabu (17/1/2024) malam.selain memperbaiki uu, anies juga berkomitmen agar menciptakan standar etika yang tinggi di tubuh kpk. anies menginginkan supaya semua unsur kpk kembali seperti dulu, ketika di mana para pegawainya tidak mau ikut makan atau tak ingin mengikuti kegiatan yang tidak didanai oleh kpk. ""standar yang tinggi itu harus dikembalikan di kpk, sehingga bukan saja undang-undangnya memberikan kekuatan, dan kemandirian tetapi juga di dalamnya baik pimpinan maupun staf bekerja dengan kode etik yang amat tinggi,"" ujar anies.anies juga ingin memperbaiki rekrutmen baik di tingkat pimpinan maupun di tingkat pegawai. ""seperti yang tadi disampaikan yang diusulkan presiden tingkat pimpinan maupun rekrutmen staf yang bukan hanya mencari pekerjaan tetapi menjadi tempat untuk memberantas korupsi,"" imbuh dia. (sumber https://t.co/e8wfn3r4p4)#aminmiskinkankoruptor [re tijabar]"
TXT0561,"hukum menjadi pondasi kokoh dalam bisnis umkm, berkat ketegasan capres ganjar pranowo dalam menegakkan supremasi hukum.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat"
TXT0562,"100 hari terpilih amin, marsda (purn) supomo: anies baswedan susun roadmad kedaulatan siber nasional.ãƒâ¢ã‚â‚¬ã‚å“kita baru tahap membangun keamanan siber maka insya allah,  paslon nomor urut 1 anies -muhaimin bisa memenangkan pd putaran yang pertama.ãƒâ¢ã‚â‚¬ã‚âhttps://t.co/oksmcfm1x2@nenkmonica"
TXT0563,"ãƒâ°ã‚å¸ã‚âã‚â  yang punya nama dan terkenal aja dibungkam kebebasan bicaranya oleh pak ganjar pranowo, gimana kita genks?? ubanbukanpakdeãƒâ€šã‚â  ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 sikat kkn"
TXT0564,gw gak habis pikir liat orang bisa pilih anies hanya karena liat dia ngemeng2 doang di desak anies or live tiktok. gak liat cara2 dia utk bisa jadi gubernur dki sblmnya seprti apa? gak liat hasilnya berbanding janjinya utk jakarta seperti?.buat jadi pemimpin itu walk the talk! [re peter_shearer]
TXT0565,"program pasangan capres cawapres ganjar pranowo dan mahfud md, solusi jitu buat dorong pertumbuhan ekonomi desa. #jnk #ganjarpranowopilihanumat https://t.co/8wwi3ueap0"
TXT0566,"jika anies dianggap arogan dan menyerang sisi personal prabowo. ketahuilah, bahwa masalah yang dimiliki prabowo sekarang sesungguhnya adalah masalah publik. ini adalah masalah ketidakadilan.prabowo menguasai 340 rb ha lahan dg status hgu. sementara krisis lahan dialami oleh para petani kita akibat banyak sekali alih fungsi lahan, termasuk akibat dikuasai oleh segelintir elite negara ini. padahal, lahan adalah faktor produksi penting, apalagi bagi petani. efek dari krisis lahan ini bisa berdampak pada krisis pangan.visi-misi prabowo-gibran mengungkit soal ekonomi pancasila. sementara apa yang dilakukan prabowo justru sama sekali tidak mencerminkan ekonomi pancasila.gambar: ideas [re gradynagara]"
TXT0567,"semoga nanti, regulasi platform digital dari ganjar-mahfud beneran membawa dampak positif buat kita semua. @dindinbub happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/avgadel1kh"
TXT0568,"'@ganjarpranowo @mohmahfudmd kepemimpinan ganjar menciptakan iklim investasi yang kondusif, mendorong pertumbuhan ekonomi dan menciptakan lapangan kerja"
TXT0569,"soal sanggahan prabowo terkait debat capres ke 3. pak mahfud memberi komentar: ãƒâ¢ã‚â‚¬ã‚å“anggaran pertahanan harus dibuka ke publik, kalau ngajak ngomong berdua itu rembuk, bukan debatãƒâ¢ã‚â‚¬ã‚âah wowo bisa aja ngelesnya.ngeles karena gak menguasai data pertahanan ãƒâ°ã‚å¸ã‚â¤ã‚â£#ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik#coblos3 [re mulanbilqis]"
TXT0570,"lihat kebahagiaan mereka ketemu ganjar sappo.keinginan mereka, ganjar jika jadi presiden seperti saat jadi gubernur.yg seperti ini ga akan bisa dibeli.#rembuganjar#ganjarmahfud2024hapus kredit macetmomen ganjar pranowo disambut petani di blora 4 des 2024. ganjar berkomitmen menghapuskan 600 miliar hutang macet petani di bank pemerintah [re anak__ogi]"
TXT0571,""" gus_raharjo  ganjar pranowo pak ganjar selalu mementingkan kesejahteraan rakyat nya #mahfud hebat #mahfudlebihbaik3 #ganjarmahfud2024 #3mandatganjarmahfud #l3bihbaik happy new year"
TXT0572,"'@risahart justru prabowo yg memberi contoh buruk soal etik, bilang ndasmu diforum sendiri, wakilnya atas pelanggaran etik berat, ngomong menyesatkan, bilang belajar lagi soal ekonomi kelulusan fe ugm, tolong kasih prabowo kaca yg gede biar bisa ngaca gblok [re ahora_baila]"
TXT0573,prabowo umumkan nama baru koalisi jadi koalisi indonesia maju - borneonews https://t.co/u8mkz9qksy #menangseputaran
TXT0574,"karena mereka sudah menyandera kpu dan bawaslu makanya santai aja melakukan pelanggaran-pelanggaran begini..wong pilpres aja kalau dukung prabowo gibran kasus langsung aman..menangkan ganjar mahfud, masuk semua itu ke penjara!! https://t.co/jdrv94q7yl [re paltiwest]"
TXT0575,"den bokep ngomporin wan aibon agar berani menyerang pak prabowo, sedangkan wan aibon ""nyeleh tangan"" utk menyerang prabowo ketika dia tanya den bokep berapa score yg akan diberikan untuk penanganan pertahanan.prabowo sdh menunjukkan kejujuran, mengakui keberhasilan pak jokowi."
TXT0576,"program pasangan capres cawapres ganjar pranowo dan mahfud md, dorong pertumbuhan ekonomi yang merata di setiap desa. #jnk #ganjarpranowopilihanumat https://t.co/btcsw169yq"
TXT0577,"kontrak terbuka ganjar pranowo adalah cermin dari kepedulian untuk kita semua. yuk, bersama jaga kedaulatan pangan!#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/jwkeegmrjl"
TXT0578,"tim nasional pemenangan anies baswedan-muhaimin iskandar (timnas amin) mengatakan gerakan di dunia maya dan media sosial dukungan kepada amin merupakan hasil organik karena pihaknya tidak mempunyai uang ketika harus membayar influencer.""salah satu sasaran pemilih itu generasi muda dan tiktok menjadi sarana untuk menyampaikan visi dan misi pasangan amin. kami tidak mempunyai duit untuk influencer,"" ujar wakil deputi konten kreator timnas amin sonny muhammad, jumat (5/1/2024).simak berita selengkapnya hanya di https://t.co/vnh5bjkabe#hardnews_politik #newsone #cariberitaditvone #aniesbaswedan #muhaiminiskandar #cakimin #timnasamin #politik #tvonetvpemilu #kamikabarkanandaputuskan #maumemilih #capres #cawapres #pemilu2024 #pilpres2024 [re tvonenews]"
TXT0579,"'@momon_gemoy @kemhan_ri @prabowo @aniesbaswedan @ganjarpranowo jangan sombong dan nir etika dulu,tuh ada yang komplain ke kemenhan belum dibayar helicopternya,di forum debat rahasia2 lah di x di beberin,kalau kalah debat ngaku aja jangan bacot digas2,nir etika banget jadi pendukung,"
TXT0580,"jangan mudah terpengaruh! ganjar jamin bansos tetap ada. ktp sakti, tonggak menuju kesejahteraan yang merata. #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/027jchiei8"
TXT0581,"'@txtdrpemerintah anies tau kelemahan prabowo, sekali kesinggung fakta langsung meletup2 ãƒâ°ã‚å¸ã‚ëœã‚â€š"
TXT0582,"'@resty_j_cayah @prabowo kmi slah satu diantra mrka yg mmyumbng scra ska rela walaupun duit kmi bkn dlm kntong yg di pegang sm @prabowo tp stidak2nya kmi sdh mati2an dkung dan berjuang  saat 2019 yg lalu wlaupun pda akhirny dikhianati.anda ga than oposisi, ga tkut hilng jabatan tpi tiap pemilu clon trus"
TXT0583,ketahanan adalah investasi untuk masa depan yang aman. mari tingkatkan anggaran pertahanan. gara-gara prabowo  #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan https://t.co/cbmd5vzjk0
TXT0584,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/ninrazwt3q
TXT0585,"hajatan demokrasi ri februari 2024, tempat kita bersuara, guys! dan bersama-sama kita bisa membuat suara kita terdengar dengan memilih capres ganjar pranowo. #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk https://t.co/laaueosbjo"
TXT0586,anies si pengemis online nyatanya cuman buat dana kampanye doang ngejar kursi aja @dialektika_post aniesmodal janjipalsu makindiserang makindipilih masganjar bukanpakde #gibranpenerusjokowi #asalbukanprabowo #irianatetapibunegara https://t.co/d4fqx5v8g3 https://t.co/xse7gujqtm
TXT0587,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/yz7haxotei
TXT0588,goganjargo: ganjar optimis capai pertumbuhan ekonomi 7% sahabatganjarãƒâ€šã‚â  ãƒâ€šã‚â  ganjar menangkanganjar generasigotongroyongãƒâ€šã‚â  ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 uang saku posyandu https://t.co/jw6hq2z4sb
TXT0589,"pt. food station cipinang jaya karya anies sukses: petani untung, harga pangan stabil segala musim.gak kayak food estate bikinan jokowi prabowo: tanam singkong, tumbuh jagung, panen anggaran. #pemilucurangmakinnyata #pemilucurangmakinnyata https://t.co/o5ylootctp [re bianca01403]"
TXT0590,ãƒâ°ã‚å¸ã‚âã‚â»ãƒâ¢ã‚â‚¬ã‚âãƒâ¢ã‚âã‚â€žãƒâ¯ã‚â¸ã‚â  bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata ganjarmahfud2024 pangandaran pangandaranãƒâ€šã‚â  ganjar mahfud hebat #coblos3 #3gm #nazarpemilu #ganjarmahfudm3nangdebat https://t.co/ls6pnbs24x
TXT0591,jangan-jangan nih wan angin sengaja memutarbalikkan fakta soal pengeluaran prabowo? @lapotuak13 dukungantulus untuk02 penasaran kebebasan ptn top 10 menhan nyebokin nangisin goblok pt tmi https://t.co/1keuavibbs https://t.co/sjbjeyowyh
TXT0592,bowo ga ada pengalaman di pemerintahan jd menhan cuma ttd sjpantes klu omon omon cuma umum sj ga spesifik ãƒâ°ã‚å¸ã‚ëœã‚â€šgaji udh gede tp bnyak  yg korup krn serakah termasuk yg omon2sawit 500 rb & alphard samsulga msk lhkpngimana mau berantas korup klu ketua kpk bpk dll korup ganjar mahfud pengalaman 20thpaket lengkappernah dpr eksekutif yudikatipnasionalis agamais & hukum u pengusaha tenang aman 2 sju kurangi korupsi 1.pencegahan dgn digitale planning e buggeting e non tunai dll2.pilih sdm yg jujur spt ahok3.hukum mati korup / kirim ke nusakambangan sita aset korup dllsistim bagus tp klu orang serakah buat korup tetap jebol2023 rezim jkw banyak mentri korup 350 t pencucian uang 8 t bts 500 t dana pembangunan strategis nasonalblm lg markup apbn/d 30 % ? @ganjarpranowo @mohmahfudmdcuma gama yg terbukti bersih berani sikat kknmboten korup mboten ngapusicapres lainmalah terduga korup pesawat tua 12 t korup food estate  rugi 110 tformula e bansos hibah u radikal 2 t lbh p gebang dll [re ganjar_mahfud03]
TXT0593,rt prabowo-gibran yang mengutamakan pengembangan pemuda. salah satunya dengan menempatkan anak muda dalam posisi strategis menyambut bonus demografi indonesia sebagai titik awal menuju indonesia emas 2045. #prabowogibraninspiratif #pemimpinyangdinanti https://t.co/vu2v1ummmh [re se0k0]
TXT0594,"pr liburan: yth buzzer 01, tolong dijawab pertanyaan pada kolom merah di bagian bawah poster?kan sudah dua bulan ini, buzzer anies dengan ""cerdik"" ""mengajak"" buzzer ganjar untuk menyerang pak jokowi, menyebar video pak prabowo saat jadi oposisi, memainkan tipis2 isu sara, menghina, membully gibran, dll.hasilnya pak ganjar makin turuuuun, pak anies stabil.seolah asal bukan prabowo, tapi sebenarnya adalah: kita kalahkan pranowo. [re hariqosatria]"
TXT0595,'@gerindra ãƒâ¢ã‚â‚¬ã‚å“anda tidak berhak berbicara etika karena anda tidak mencerminkan etikaãƒâ¢ã‚â‚¬ã‚â ãƒâ¢ã‚â‚¬ã‚å“jangan karena ambisi pribadi menghasut rakyatãƒâ¢ã‚â‚¬ã‚â boleh2 nih pak prabowoãƒâ°ã‚å¸ã‚â¤ã‚â£ [re cresanessa]
TXT0596,"jadi ikut sedih juga ãƒâ°ã‚å¸ã‚â¥ã‚â²pak prabowo memang sering membuat orang menangis ketika melihatnya. saah satunya ibu damaris hutabarat (ibu ucok munandar, korban penghilangan paksa aktivis 98) yang baru meninggal tahun lalu, tanpa tahu di mana jasad anaknya.https://t.co/dwpvmq7eof [re andikamalreza]"
TXT0597,"cak imin kritik susu gratis prabowo-gibran: susunya enggak ada, pasti imporhttps://t.co/lc8lpt4dez [re democrazymedia]"
TXT0598,"media ekonomi bisnis berbasis di amerika serikat (as), bloomberg, menggelar survei terhadap para ekonom dan analis senior di indonesia terkait kandidat yang mereka unggulkan di pilpres 2024, hasilnya anies baswedan paling unggul ãƒâ°ã‚å¸ã‚ëœã‚å ãƒâ¢ã‚ëœã‚âãƒâ¢ã‚âã‚â¤ãƒâ°ã‚å¸ã‚â€¡ã‚â®ãƒâ°ã‚å¸ã‚â€¡ã‚â©#anies #aniesmuhaimin2024 #aminmenang1putaran #coblosno1 [re aniesmania]"
TXT0599,"cara anies entaskan miskin ekstrem""penyumbang terbesar kemiskinan adalah masyarakat yang berada di desa - desa pesisir. bagaimana cara anies baswedan entaskan kemiskinan ekstrem berdasarkan pengalaman gubernur dki jakarta ?."" @aniesbaswedanpenulis: rusdianto samawa, fourbes indonesia____calon presiden anies baswedan yang diusung oleh koalisi perubahan membawa visi misi indonesia 2045 yang mengandung unsur - unsur penting yang penting agar menjadi catatan rakyat indonesia. visi misi tersebut, komitmen entaskan seluruh masalah yang dianggap emergency atas kegagalan rezim saat ini.visi misi indonesia 2045 pasangan amin mulai dari kinerja pertumbuhan ekonomi atau produk domestik bruto (pdb) per kapita, pengangguran hingga penuntasan kemiskinan ekstrem. visi misi tersebut, lebih ditekankan kepada kemakmuran yang dirasakan seluruh penduduk tanah air. oleh karena itu, ketimpangan harus menjadi fokus yang selama ini rezim gagal total tuntaskan. ketimpangan sangat nyata yang kita hadapi dan menjadi pr sesungguhnya.pasangan amin (anies baswedan - muhaimin iskandar) juga menilai pertumbuhan ekonomi indonesia belum berhasil menyelesaikan masalah pengangguran. seperti diketahui, ekonomi indonesia tumbuh di kisaran 5% selama 7 kuartal beruntun. namun, jumlah pengangguran masih cukup tinggi. adapun, bps mencatat jumlah pengangguran di indonesia mencapai 7,99 juta orang pada februari 2023, berkurang sekitar 410 ribu orang dibanding februari 2022ditengah merosotnya kepercayaan rakyat terhadap pemerintah dan negara, polemik pengangguran dan kemiskinan ekstrem belum juga usai dibahas. hal ini sangat bahayakan kedaulatan negara. pemerintah berbohong kepada rakyat yang munculkan indeks kemiskinan ekstrem yang diklaim tinggal 2% atau sekitar 1,6 juta penduduk. jumlah tersebut, mayoritas masyarakat pesisir. upaya pengentasan kemiskinan di pesisir itu, langkah mendasar untuk menetapkan indonesia masuk kategori midle income trap. pemerintah umumkan keberhasilannya dari 2020 ãƒâ¢ã‚â‚¬ã‚â€œ 2023 menurunkan kemiskinan ekstrem. padahal kebohongan besar. diketahui angka kemiskinan saat ini sebesar 9,36%.cara anies entaskan miskin ekstremcalon presiden koalisi perubahan, anies baswedan menjanjikan kemiskinan di indonesia bisa turun ke 4-5% pada 2029 mendatang. diketahui angka kemiskinan saat ini sebesar 9,36%. harapannya kemiskinan ekstremnya bisa 0%,"" kata anies dalam acara sarasehan 100 ekonom indonesia di menara bank mega, jakarta, rabu (8/11/2023).sala satu paling rumit dipahami yakni kebijakan pemerintah tidak berperan lakukan intervensi income dalam mendorong distribusi hasil pertanian, peternakan dan kelautan ãƒâ¢ã‚â‚¬ã‚â€œ perikanan. faktor kegagalan kebijakan rezim saat ini, sangat nyata.pengalaman anies baswedan saat gubernur dki jakarta, bahwa september 2017 persentase penduduk miskin di jakarta mencapai 3,78 persen. saat ini tingkat kemiskinan turun hingga 3,42 persen. angka itu terkecil di indonesia. sementara jawa tengah paling tinggi angka kemiskinan dibanding daerah lain di indonesia.tentu cara anies menurunkan angka kemiskinan itu, melalui kebijakan transparansi harga dipasar lokal, sehingga ada mekanisme kompetisi yang berjalan dan bisa untungkan konsumen. harga diklaim bisa turun tanpa harus ada intervensi dari pemerintah. salah satu hal konkret yang akan dilakukan anies adalah dengan memastikan biaya hidup terjangkau, salah satunya melalui komponen harga pangan. kepastian suplai pangan dengan harga yang murah.menargetkan pertumbuhan ekonomi rata-rata mencapai 7% melalui strategi untuk keluar dari middle income trap secara inklusif, dengan meningkatkan peran koperasi dan umkm, dukungan usaha baru di seluruh wilayah indonesia, pemanfaatan infrastruktur, ekonomi digital, pengelolaan ekonomi hijau-biru, serta pertumbuhan industri manufaktur di 7,5%-8%.sumber:cara anies entaskan miskin ekstrem https://t.co/cekmfmqx77"
TXT0600,'@mawakresna faktanya bahkan pemerintah pusat sendiri melalui kementrian agama mengakui dki menjadi provinsi terbaik dlm menjaga kerukunan beragama. hanya asumsi narasi imajinasi orang2 yg tanpa dasar sama sekali menggiring opini bahwa anies adalah org intoleran. https://t.co/fdyrwqtxa2 https://t.co/dkilrabrea
TXT0601,"ãƒâ°ã‚å¸ã‚å’ã‚â«  ganjar pranowo, gubernur yang tidak hanya mendengar, tapi juga meresapi kebutuhan rakyat ganjar mahfud hebat #coblos3 #3gm #nazarpemilu #ganjarmahfudm3nangdebat https://t.co/5rrx5fjtqj"
TXT0602,"'@imanlagi logika berfikir dan rasa kekuatan rakyat sudah diperkosa hingga lemas oleh pemerintahan yg sekrng .. sehingga ada narasi ""pak anies yg ngmong gua yg takut"" .. teruslah takut pada penguasa yg sekarang dan jika terpilih nanti siap di perkosa kembali .."
TXT0603,"itu namanya pak prabowo punya etika ,punya adab mas brooo....masa beliau harus ngatain anis goblok di acara debat ....ga etis lahãƒâ°ã‚å¸ã‚â¤ã‚â£ãƒâ°ã‚å¸ã‚â¤ã‚â£"
TXT0604,"efeknya luar biasa ketika video roasting anis ke prabowo dlm debat pilpres diunggah oleh seorang menteri. per jam ini ditonton oleh 23,9jt viewer, dan entah sudah berapa yg ngeblok anis dan pindah dukungan ke 02. menjahati orang baik bagai menggali lubang kuburnya  sendiri https://t.co/wszzxrahio [re mas_veel]"
TXT0605,"bersama ganjar-mahfud, kita bisa berharap melihat peningkatan signifikan dalam anggaran riset dan inovasi demi masa depan yang lebih cemerlang. @sshofiaaaaa happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/bvzyc69kbf"
